PerformanceID,EmployeeID,ReviewDate,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,TrainingOpportunitiesWithinYear,TrainingOpportunitiesTaken,WorkLifeBalance,SelfRating,ManagerRating,
PR4306,EB81-3E51,25-09-2020,3,3,2,2,3,2,5,5,
PR4307,C1B4-46B2,25-09-2020,4,5,2,3,0,3,5,5,
PR4308,469A-8121,26-09-2020,4,4,4,2,2,3,4,3,
PR4309,07F6-D61B,26-09-2020,3,3,3,2,0,5,5,5,
PR431,E55E-9436,17-12-2014,5,4,5,3,2,5,5,5,
PR4310,1CB3-F7D7,27-09-2020,4,4,3,2,2,2,3,3,
PR4311,9085-1FE8,27-09-2020,4,5,5,1,0,3,5,4,
PR4312,F890-975A,27-09-2020,4,4,2,1,2,2,3,2,
PR4313,B990-35DA,28-09-2020,3,2,3,1,0,2,3,2,
PR4314,E62F-4FF7,28-09-2020,3,5,5,2,2,3,4,3,
PR4315,5C7B-86C0,29-09-2020,3,5,2,3,0,4,4,4,
PR4316,130F-32AB,30-09-2020,3,2,4,1,1,5,5,4,
PR4317,B34E-95FF,30-09-2020,5,5,2,1,1,3,4,4,
PR4318,87D2-8B67,30-09-2020,5,5,4,1,1,5,5,5,
PR4319,2C7D-F9F1,30-09-2020,5,4,3,2,3,4,5,4,
PR432,DF94-FD29,18-12-2014,4,5,2,1,2,3,5,5,
PR4320,B102-5713,30-09-2020,3,2,3,3,1,3,3,3,
PR4321,277A-A6FA,02-10-2020,4,4,4,2,1,2,3,3,
PR4322,825E-0B3A,03-10-2020,4,4,4,3,2,4,4,4,
PR4323,6C86-3DC0,03-10-2020,5,4,3,1,1,5,3,2,
PR4324,D4D7-3C3F,03-10-2020,3,4,5,1,0,5,5,5,
PR4325,3DB7-2942,03-10-2020,4,4,2,1,2,3,4,4,
PR4326,7D95-B5B1,06-10-2020,5,5,4,2,0,3,4,4,
PR4327,022A-0219,07-10-2020,4,3,5,3,1,4,5,4,
PR4328,817D-28CE,08-10-2020,3,3,5,3,0,2,3,2,
PR4329,EC6A-DD76,08-10-2020,3,3,5,3,1,3,5,5,
PR433,AF5D-A8C8,20-12-2014,3,2,3,3,1,4,4,4,
PR4330,8365-EB74,08-10-2020,4,2,5,2,3,3,3,2,
PR4331,F401-1B75,08-10-2020,4,3,5,2,0,2,4,3,
PR4332,45BA-6683,08-10-2020,3,2,2,3,0,5,3,2,
PR4333,7589-66E3,09-10-2020,5,4,4,1,2,5,4,4,
PR4334,278C-D482,13-10-2020,3,2,4,2,1,5,4,3,
PR4335,63D2-F412,13-10-2020,3,2,2,1,2,4,4,3,
PR4336,15D4-53C2,14-10-2020,3,4,5,3,0,2,3,2,
PR4337,2250-86C5,14-10-2020,5,5,5,1,2,4,5,4,
PR4338,5C48-9106,14-10-2020,5,2,3,1,1,2,4,4,
PR4339,8DA7-0090,14-10-2020,3,4,4,3,1,2,3,2,
PR434,E681-7B57,25-12-2014,3,4,3,2,2,2,3,2,
PR4340,30CB-BCD0,15-10-2020,5,3,2,2,1,3,3,2,
PR4341,45FF-ACE6,16-10-2020,4,3,5,1,3,2,4,4,
PR4342,AA19-95BD,16-10-2020,5,3,2,1,1,2,3,2,
PR4343,FEEC-A663,16-10-2020,5,5,4,2,0,3,4,4,
PR4344,05DA-5423,16-10-2020,3,4,3,3,0,4,3,2,
PR4345,75CF-67E0,16-10-2020,3,2,3,3,1,4,3,3,
PR4346,7269-88EC,17-10-2020,3,2,4,3,0,2,3,2,
PR4347,BBB4-89C7,17-10-2020,5,3,2,2,2,5,5,5,
PR4348,465A-91D1,18-10-2020,3,5,3,1,1,2,5,5,
PR4349,6F3E-2A75,19-10-2020,5,5,3,2,3,5,3,2,
PR435,6C42-A719,26-12-2014,5,4,5,2,1,3,5,5,
PR4350,CD0F-DE05,19-10-2020,3,2,5,1,2,5,4,4,
PR4351,0B72-0EE6,19-10-2020,3,3,3,3,2,5,3,3,
PR4352,1C6F-87AA,19-10-2020,5,2,4,3,0,5,5,4,
PR4353,C292-EC0C,19-10-2020,4,3,4,2,1,4,4,4,
PR4354,851C-E7E2,20-10-2020,5,4,3,1,0,3,3,2,
PR4355,FC24-43F6,20-10-2020,4,3,2,2,0,5,5,5,
PR4356,21CB-EF3E,21-10-2020,3,5,3,3,0,3,3,2,
PR4357,31FB-D496,21-10-2020,4,4,3,2,1,3,4,3,
PR4358,4467-6B8F,21-10-2020,4,4,4,3,1,2,4,3,
PR4359,A6AA-56AE,22-10-2020,3,3,2,2,1,3,3,3,
PR436,4CA1-F139,27-12-2014,5,5,4,2,1,5,3,2,
PR4360,A76C-AEB3,23-10-2020,3,5,3,2,2,3,5,4,
PR4361,DAE0-B44F,23-10-2020,3,2,2,1,2,3,4,3,
PR4362,2E9A-BD2E,24-10-2020,3,2,5,2,0,5,3,3,
PR4363,7378-5351,24-10-2020,4,4,3,3,0,3,4,3,
PR4364,CEE0-94C3,24-10-2020,3,4,2,3,0,3,4,3,
PR4365,EFB8-ED99,24-10-2020,4,4,5,3,1,4,5,5,
PR4366,9C7D-E1B1,25-10-2020,5,3,5,3,1,5,4,4,
PR4367,D199-1896,25-10-2020,3,5,4,3,2,5,5,4,
PR4368,7F91-C628,25-10-2020,5,2,4,2,3,5,4,3,
PR4369,B341-8D6A,25-10-2020,3,5,4,2,3,5,5,5,
PR437,40BE-EEAF,01-01-2015,4,4,2,2,0,3,3,3,
PR4370,B375-26A9,25-10-2020,5,3,3,3,1,3,5,5,
PR4371,2698-A448,26-10-2020,5,5,4,1,1,2,3,2,
PR4372,D18F-8C48,26-10-2020,5,4,4,2,1,2,5,5,
PR4373,8C57-8F84,27-10-2020,5,4,4,2,2,4,3,3,
PR4374,425F-4D2D,27-10-2020,4,3,5,2,2,5,3,2,
PR4375,9E22-6287,28-10-2020,3,2,4,2,0,4,4,4,
PR4376,8F7F-015D,28-10-2020,4,2,2,3,2,5,4,3,
PR4377,65C9-0885,28-10-2020,5,2,4,3,1,5,4,3,
PR4378,3012-1A41,29-10-2020,3,2,5,1,0,3,5,4,
PR4379,6280-B47F,30-10-2020,4,4,3,3,1,2,3,3,
PR438,79F3-8AA5,01-01-2015,3,2,2,1,2,4,5,4,
PR4380,0868-097F,30-10-2020,4,4,2,1,3,4,4,3,
PR4381,7B9D-8612,30-10-2020,4,4,3,1,0,4,4,4,
PR4382,D457-AB87,30-10-2020,5,3,2,2,0,3,4,3,
PR4383,B1BC-0011,30-10-2020,3,5,3,1,3,5,4,3,
PR4384,C1C6-F683,31-10-2020,5,3,4,3,1,3,4,3,
PR4385,D712-9E1C,31-10-2020,5,2,3,3,1,2,4,4,
PR4386,EBBD-37D4,01-11-2020,5,4,2,2,2,2,4,4,
PR4387,0240-4D29,01-11-2020,3,5,5,2,1,4,5,4,
PR4388,7FA1-BC64,02-11-2020,5,5,3,1,0,3,3,2,
PR4389,D245-5D80,02-11-2020,3,2,2,1,1,4,4,3,
PR439,79F7-78EC,02-01-2015,4,3,4,3,1,2,4,3,
PR4390,DD78-E811,03-11-2020,5,5,3,3,0,4,4,4,
PR4391,EC6E-7F42,04-11-2020,4,3,2,3,1,5,4,4,
PR4392,2407-5A4E,04-11-2020,4,3,2,1,0,3,3,3,
PR4393,1363-6BF9,05-11-2020,4,2,2,1,0,2,4,4,
PR4394,1C24-233B,05-11-2020,5,5,3,2,3,5,4,3,
PR4395,67ED-A630,05-11-2020,4,4,5,2,1,3,5,4,
PR4396,CC7A-EE97,05-11-2020,3,3,4,1,1,5,5,4,
PR4397,41A7-9C19,05-11-2020,5,2,2,1,3,5,3,2,
PR4398,FD95-9EEB,06-11-2020,4,2,4,2,1,4,3,3,
PR4399,4C62-5BE8,06-11-2020,4,4,2,3,2,5,5,5,
PR44,5476-CA0D,06-02-2013,5,3,5,3,2,3,5,5,
PR440,B61E-0F26,03-01-2015,5,3,3,3,0,4,5,4,
PR4400,B679-F7C9,06-11-2020,5,4,4,2,2,3,4,4,
PR4401,AFDF-3DA8,07-11-2020,3,2,5,1,1,2,4,3,
PR4402,3642-EEAE,07-11-2020,5,3,5,1,2,5,5,4,
PR4403,BAB4-3AC8,07-11-2020,3,4,4,2,2,4,4,3,
PR4404,AD1C-2AC5,07-11-2020,5,3,5,2,0,2,4,4,
PR4405,BFF3-AADC,08-11-2020,3,2,5,3,1,4,5,5,
PR4406,AB4A-E71A,08-11-2020,4,1,1,3,0,1,3,2,
PR4407,D871-1F74,08-11-2020,3,4,2,3,0,4,3,3,
PR4408,8DB6-5FC6,08-11-2020,4,4,4,3,2,3,5,4,
PR4409,4FC2-A40D,09-11-2020,2,4,4,3,0,2,5,5,
PR441,F5E3-48BB,03-01-2015,5,3,4,3,0,3,4,3,
PR4410,3E4A-F28F,10-11-2020,4,4,4,3,2,3,4,4,
PR4411,F578-F0C8,10-11-2020,4,4,2,1,1,4,4,3,
PR4412,2A04-49D1,10-11-2020,4,2,5,1,0,3,4,4,
PR4413,F9E1-87E9,11-11-2020,5,5,4,1,1,4,4,4,
PR4414,EA3A-E005,11-11-2020,5,2,5,3,2,5,5,4,
PR4415,A696-1216,12-11-2020,3,5,2,1,0,3,4,4,
PR4416,9728-1A5B,13-11-2020,3,2,2,2,2,4,5,4,
PR4417,4565-62DE,14-11-2020,3,3,4,1,1,5,4,4,
PR4418,1D32-9620,14-11-2020,3,3,4,1,1,5,3,2,
PR4419,FB6A-3F11,14-11-2020,5,4,3,2,0,4,3,3,
PR442,C2DD-9D37,03-01-2015,4,2,3,2,0,3,4,4,
PR4420,C395-8C36,16-11-2020,4,4,4,3,1,5,5,4,
PR4421,B063-A2B5,16-11-2020,3,3,4,1,0,4,4,3,
PR4422,FB5B-C127,16-11-2020,4,3,2,2,1,5,4,4,
PR4423,C25C-C434,17-11-2020,4,4,3,2,2,2,3,2,
PR4424,4DA0-81D7,17-11-2020,4,5,3,2,2,3,4,3,
PR4425,7DD6-128C,17-11-2020,5,4,2,3,1,3,4,4,
PR4426,0145-DBFC,18-11-2020,3,5,2,3,1,2,5,4,
PR4427,8292-6635,18-11-2020,4,5,3,3,1,2,4,3,
PR4428,8328-A764,18-11-2020,4,2,3,1,1,4,4,3,
PR4429,085C-7FC2,19-11-2020,5,3,5,2,0,5,4,3,
PR443,0678-748A,04-01-2015,5,3,3,3,0,5,3,2,
PR4430,8078-6154,19-11-2020,4,5,2,2,0,4,5,4,
PR4431,CC88-AE14,19-11-2020,3,2,2,2,0,3,4,3,
PR4432,7FFD-C810,20-11-2020,3,4,5,2,1,2,5,4,
PR4433,9360-3A68,20-11-2020,5,5,2,2,3,5,5,4,
PR4434,3D9E-FB05,20-11-2020,3,4,4,1,0,4,5,4,
PR4435,C219-6C2E,21-11-2020,4,5,4,1,3,5,5,4,
PR4436,757F-78FE,21-11-2020,5,3,3,1,3,4,3,3,
PR4437,1749-81A2,22-11-2020,3,3,3,1,0,3,4,4,
PR4438,C22D-CE5F,23-11-2020,3,3,5,3,3,3,5,5,
PR4439,E523-D168,23-11-2020,4,4,4,3,2,2,4,3,
PR444,541F-3E19,04-01-2015,5,3,4,3,1,5,4,4,
PR4440,5B11-3DB3,24-11-2020,3,2,5,3,0,4,4,3,
PR4441,6A2B-42DB,24-11-2020,3,3,4,1,0,4,3,3,
PR4442,F838-C681,24-11-2020,5,3,5,2,1,2,4,4,
PR4443,6413-42F1,24-11-2020,4,3,4,1,2,3,4,4,
PR4444,3994-472A,25-11-2020,5,4,4,1,3,3,4,4,
PR4445,12B5-11CC,26-11-2020,5,3,2,1,3,2,4,4,
PR4446,4969-9A35,27-11-2020,5,5,5,2,0,3,3,3,
PR4447,2BEA-43B2,27-11-2020,5,3,2,1,3,5,3,3,
PR4448,6A67-EC2C,27-11-2020,2,3,4,2,0,4,3,3,
PR4449,C54B-DBC5,28-11-2020,4,1,3,2,3,1,4,4,
PR445,F93E-BDEF,04-01-2015,3,2,4,2,0,2,4,3,
PR4450,B312-7192,28-11-2020,4,3,1,1,2,4,3,2,
PR4451,296A-A685,29-11-2020,4,3,2,1,1,3,5,4,
PR4452,9FE1-0345,30-11-2020,1,1,4,3,0,2,5,5,
PR4453,F265-79B0,30-11-2020,3,2,3,1,2,3,5,5,
PR4454,4886-62DF,01-12-2020,4,3,3,1,1,4,3,2,
PR4455,6987-6124,01-12-2020,5,2,3,1,0,2,3,2,
PR4456,BD70-7DAE,02-12-2020,5,4,5,1,0,4,3,3,
PR4457,DDAC-D5FD,02-12-2020,3,4,2,2,0,4,3,3,
PR4458,ACB2-6640,02-12-2020,4,3,4,2,1,3,3,2,
PR4459,3D71-8DC2,04-12-2020,4,5,2,1,1,5,4,3,
PR446,C0A1-EB7D,05-01-2015,5,4,2,2,1,3,3,2,
PR4460,A923-9EF6,04-12-2020,5,5,5,2,1,2,4,3,
PR4461,DFA9-990E,04-12-2020,5,3,3,1,0,4,3,3,
PR4462,D39D-4015,04-12-2020,3,4,2,2,1,2,4,4,
PR4463,4A39-E8E6,04-12-2020,3,5,3,1,0,3,3,3,
PR4464,1A82-AF2C,04-12-2020,3,3,4,3,1,2,5,5,
PR4465,C6EC-FEB5,06-12-2020,5,3,2,3,1,5,3,2,
PR4466,1B4A-5D80,06-12-2020,5,4,3,1,1,2,5,4,
PR4467,598D-E3B4,07-12-2020,5,3,2,1,1,4,4,4,
PR4468,B98B-4689,07-12-2020,3,4,5,1,0,2,4,3,
PR4469,DBF0-2EA3,07-12-2020,4,4,5,1,0,5,5,5,
PR447,2B5B-7A52,06-01-2015,3,5,5,3,3,5,3,3,
PR4470,63BF-A86A,08-12-2020,4,4,4,3,0,2,3,2,
PR4471,58C8-63FA,08-12-2020,4,5,2,2,2,2,5,4,
PR4472,CF8D-7379,10-12-2020,4,5,2,2,1,2,3,3,
PR4473,939F-2461,10-12-2020,3,2,4,3,1,2,3,3,
PR4474,533B-938D,11-12-2020,3,3,4,3,3,5,4,4,
PR4475,BEE2-8052,11-12-2020,5,2,2,2,1,2,5,4,
PR4476,E6D9-ADEE,12-12-2020,3,3,2,1,0,2,3,3,
PR4477,E5C1-B122,12-12-2020,4,4,3,3,1,4,4,4,
PR4478,08FC-817E,14-12-2020,5,2,4,2,1,5,3,2,
PR4479,E55E-9436,15-12-2020,5,5,5,1,1,3,5,4,
PR448,D5DA-363A,07-01-2015,5,4,4,3,0,5,3,3,
PR4480,9CC0-FF43,15-12-2020,4,5,2,3,2,4,3,3,
PR4481,3A36-DA50,15-12-2020,5,5,3,3,2,2,4,4,
PR4482,CAD7-01BE,15-12-2020,4,4,5,3,0,5,4,3,
PR4483,DF94-FD29,16-12-2020,5,2,5,3,1,2,5,5,
PR4484,9C71-34AE,17-12-2020,5,4,3,3,1,3,4,4,
PR4485,8E5B-CBBF,17-12-2020,5,2,5,2,0,5,4,4,
PR4486,C0B9-E4C1,17-12-2020,5,5,5,1,0,4,3,3,
PR4487,AF5D-A8C8,18-12-2020,4,5,5,3,1,2,5,5,
PR4488,DCFE-F601,18-12-2020,4,2,5,1,1,4,4,3,
PR4489,776A-CDBC,18-12-2020,4,5,3,1,0,4,3,3,
PR449,9E7A-1F70,08-01-2015,3,2,2,3,1,3,5,5,
PR4490,0CED-EE28,19-12-2020,4,5,3,1,0,5,3,2,
PR4491,5C61-8F3A,19-12-2020,4,5,5,1,1,2,3,2,
PR4492,13E5-8466,19-12-2020,3,3,3,3,2,3,4,3,
PR4493,10CE-8403,20-12-2020,5,5,4,2,1,2,5,4,
PR4494,A2FB-2D5D,21-12-2020,3,5,3,3,1,3,4,4,
PR4495,F93D-CB5A,21-12-2020,5,2,2,3,0,4,5,5,
PR4496,0697-ADC3,21-12-2020,5,4,5,1,1,2,3,3,
PR4497,A896-CDE2,21-12-2020,5,3,3,2,1,2,4,4,
PR4498,5E53-1897,22-12-2020,5,5,4,3,0,4,4,4,
PR4499,E681-7B57,23-12-2020,5,2,3,2,1,3,5,5,
PR45,0D1B-DEC2,11-02-2013,4,5,3,1,3,3,5,4,
PR450,05ED-92F1,10-01-2015,5,4,3,3,3,2,5,4,
PR4500,637B-DBAD,23-12-2020,5,3,4,1,0,3,4,3,
PR4501,D836-B375,23-12-2020,5,5,5,2,0,5,3,3,
PR4502,63E9-F74A,23-12-2020,3,5,4,1,1,5,5,4,
PR4503,B492-D447,23-12-2020,4,5,4,3,0,5,3,2,
PR4504,1BAE-4DA1,23-12-2020,4,2,2,3,0,4,5,4,
PR4505,61CC-2C1D,23-12-2020,3,4,3,1,2,2,4,4,
PR4506,A859-9A84,23-12-2020,3,4,3,1,3,4,4,3,
PR4507,6C42-A719,24-12-2020,4,3,5,3,0,2,3,2,
PR4508,A9EB-9E41,24-12-2020,4,3,3,2,0,2,4,4,
PR4509,ADA1-966E,24-12-2020,4,3,5,1,0,5,3,3,
PR451,F72D-261D,10-01-2015,5,4,2,1,1,2,5,4,
PR4510,4CA1-F139,25-12-2020,3,5,5,3,1,4,3,3,
PR4511,DCA7-D382,26-12-2020,3,3,3,3,1,5,5,5,
PR4512,1609-65E1,27-12-2020,3,2,5,3,1,5,4,4,
PR4513,4D7E-BDA4,27-12-2020,4,5,2,1,2,5,4,4,
PR4514,2857-A950,27-12-2020,3,4,4,1,1,5,5,4,
PR4515,03EF-5904,28-12-2020,3,5,4,1,0,3,4,3,
PR4516,74F2-5C55,29-12-2020,3,3,2,2,2,5,5,5,
PR4517,ACA9-5DC2,29-12-2020,4,5,5,3,0,2,5,5,
PR4518,211E-BC82,29-12-2020,4,2,4,1,0,2,3,3,
PR4519,E47D-E3C5,29-12-2020,3,5,2,2,0,2,4,3,
PR452,774E-685D,11-01-2015,3,3,2,1,1,3,3,3,
PR4520,097B-A688,29-12-2020,4,2,4,2,1,4,4,4,
PR4521,1A2D-52EC,29-12-2020,3,4,3,1,3,4,4,4,
PR4522,6CC9-81FC,29-12-2020,3,2,2,3,1,3,5,5,
PR4523,40BE-EEAF,30-12-2020,5,5,5,3,1,3,4,4,
PR4524,79F3-8AA5,30-12-2020,5,3,2,1,0,5,4,4,
PR4525,79F7-78EC,31-12-2020,3,3,3,3,1,5,5,4,
PR4526,41EC-F2AA,31-12-2020,5,3,5,1,0,2,5,5,
PR4527,8462-E88A,31-12-2020,5,4,2,3,2,4,5,4,
PR4528,B57F-B5CE,31-12-2020,3,2,2,3,2,4,3,3,
PR4529,24FA-A637,31-12-2020,3,5,3,2,2,2,3,2,
PR453,9937-CDF7,11-01-2015,4,4,5,2,0,2,4,3,
PR4530,B61E-0F26,01-01-2021,5,5,4,2,3,5,4,4,
PR4531,F5E3-48BB,01-01-2021,3,4,4,1,3,2,3,3,
PR4532,C2DD-9D37,01-01-2021,4,5,4,2,2,5,5,5,
PR4533,DF71-97FB,01-01-2021,3,4,5,3,1,4,3,3,
PR4534,2637-BDCD,01-01-2021,5,2,5,2,0,5,4,4,
PR4535,0678-748A,02-01-2021,5,5,5,3,3,2,4,3,
PR4536,541F-3E19,02-01-2021,4,3,4,1,0,3,4,3,
PR4537,89A6-7EF1,02-01-2021,3,5,5,2,0,5,3,2,
PR4538,4C66-6E16,02-01-2021,5,2,2,3,0,5,4,4,
PR4539,5609-8585,02-01-2021,4,3,2,3,0,4,4,3,
PR454,CD59-7F94,11-01-2015,4,5,5,3,1,5,3,2,
PR4540,0C6D-2825,02-01-2021,4,4,5,2,2,2,5,4,
PR4541,C0A1-EB7D,03-01-2021,4,2,3,3,1,2,5,4,
PR4542,1359-BEE3,04-01-2021,5,5,5,2,2,2,4,3,
PR4543,D5DA-363A,05-01-2021,5,3,4,1,1,3,3,3,
PR4544,66D5-3142,05-01-2021,3,3,3,1,1,3,4,4,
PR4545,9E7A-1F70,06-01-2021,4,2,5,3,2,4,5,5,
PR4546,58F5-C8FC,06-01-2021,4,5,4,1,1,2,3,3,
PR4547,3C78-06E7,06-01-2021,4,5,3,3,3,3,5,5,
PR4548,4C72-E72F,06-01-2021,3,5,5,1,0,2,3,2,
PR4549,C251-2A18,07-01-2021,5,2,3,2,0,5,3,2,
PR455,8CC3-0C6A,11-01-2015,4,3,2,2,0,2,5,5,
PR4550,79E4-6632,07-01-2021,3,3,3,1,2,3,3,2,
PR4551,4304-4B4E,07-01-2021,4,3,3,1,0,4,5,5,
PR4552,05ED-92F1,08-01-2021,3,1,1,2,2,4,5,4,
PR4553,F72D-261D,08-01-2021,4,2,1,2,1,2,3,3,
PR4554,38EB-ADBD,08-01-2021,4,2,1,2,0,2,5,4,
PR4555,D106-E487,08-01-2021,1,2,1,1,1,3,5,5,
PR4556,7805-8A7C,08-01-2021,3,5,5,2,0,3,3,2,
PR4557,FAB0-2FF2,08-01-2021,5,5,5,1,1,3,5,4,
PR4558,8EF9-CECD,08-01-2021,3,5,4,1,0,5,3,2,
PR4559,774E-685D,09-01-2021,3,4,5,2,1,4,5,4,
PR456,7839-CA12,12-01-2015,5,5,2,1,0,2,5,5,
PR4560,9937-CDF7,09-01-2021,3,5,3,3,0,2,3,2,
PR4561,7839-CA12,10-01-2021,3,5,4,3,1,3,3,3,
PR4562,EB66-D679,10-01-2021,5,3,2,2,0,4,5,4,
PR4563,9591-C955,10-01-2021,4,4,5,2,0,5,4,4,
PR4564,F58A-302D,11-01-2021,4,5,5,2,2,4,3,3,
PR4565,12F7-BCBB,12-01-2021,4,3,4,3,0,2,3,2,
PR4566,D045-B6CA,12-01-2021,3,3,4,2,1,3,5,4,
PR4567,B340-5AD2,12-01-2021,5,2,4,3,0,2,3,3,
PR4568,CDAC-40FE,12-01-2021,3,1,1,2,1,3,4,4,
PR4569,FF14-A43E,13-01-2021,1,3,2,2,1,2,3,3,
PR457,EB66-D679,12-01-2015,4,4,4,1,1,2,4,4,
PR4570,3992-22AD,13-01-2021,2,1,2,1,0,2,4,4,
PR4571,BD94-98E0,13-01-2021,2,3,1,1,2,2,5,5,
PR4572,02DA-7A72,14-01-2021,2,1,3,1,0,4,4,4,
PR4573,28EA-A010,14-01-2021,3,1,3,2,1,3,4,4,
PR4574,CBB3-0D7E,14-01-2021,3,3,4,2,1,5,3,2,
PR4575,C330-DAF4,14-01-2021,4,4,4,3,1,3,3,2,
PR4576,63B8-CCC0,14-01-2021,5,3,3,1,2,3,5,5,
PR4577,79D0-C935,14-01-2021,5,3,3,3,3,4,5,5,
PR4578,2796-828F,14-01-2021,5,2,2,1,0,4,4,3,
PR4579,B48C-47D0,15-01-2021,3,5,5,1,0,4,5,4,
PR458,12F7-BCBB,14-01-2015,4,5,3,3,0,5,4,4,
PR4580,6DEB-F440,15-01-2021,4,5,3,1,0,4,3,2,
PR4581,EDC5-6FB7,15-01-2021,4,5,3,2,1,3,4,3,
PR4582,32AE-C02F,16-01-2021,4,5,3,3,0,4,5,4,
PR4583,8A6B-AD5C,16-01-2021,5,2,3,1,1,2,3,3,
PR4584,8D34-EBDF,16-01-2021,3,4,4,3,1,5,4,4,
PR4585,6BAB-8D77,16-01-2021,3,5,5,3,1,3,5,5,
PR4586,6FE1-C8A8,17-01-2021,2,4,3,2,0,1,5,5,
PR4587,EB8F-204D,17-01-2021,1,2,2,3,1,4,3,2,
PR4588,D921-AC35,17-01-2021,2,1,4,1,1,1,5,4,
PR4589,6A8B-EC82,17-01-2021,4,1,4,1,1,2,3,2,
PR459,D045-B6CA,14-01-2015,3,5,5,3,0,2,3,2,
PR4590,606E-A262,18-01-2021,4,2,1,1,2,1,4,3,
PR4591,2374-7581,18-01-2021,3,4,2,2,2,3,3,2,
PR4592,D3EB-610D,18-01-2021,4,4,2,3,0,5,3,3,
PR4593,74B4-CB7A,18-01-2021,4,3,5,2,2,3,3,2,
PR4594,43DD-6998,18-01-2021,3,3,4,1,0,5,3,3,
PR4595,05B0-755F,19-01-2021,3,2,4,2,0,3,5,5,
PR4596,C1E8-5AAB,19-01-2021,3,2,3,3,2,5,4,3,
PR4597,FB4B-067E,19-01-2021,5,3,2,1,1,4,4,3,
PR4598,45D2-369E,20-01-2021,3,4,4,2,0,5,4,3,
PR4599,7F1C-20B8,20-01-2021,3,5,2,3,0,2,3,2,
PR46,B407-ABCA,11-02-2013,5,4,5,2,1,4,3,2,
PR460,FF14-A43E,15-01-2015,5,4,4,1,3,3,3,3,
PR4600,F98B-61B3,20-01-2021,5,4,4,3,1,5,5,5,
PR4601,D4D5-27FB,21-01-2021,3,3,3,1,0,4,5,4,
PR4602,9C71-61AE,21-01-2021,3,2,4,1,1,5,3,2,
PR4603,8AAD-FAFB,22-01-2021,5,3,5,1,0,4,3,2,
PR4604,20BA-5868,22-01-2021,1,3,2,2,0,4,3,3,
PR4605,45D7-5C8A,23-01-2021,3,1,4,1,1,4,3,2,
PR4606,AB03-8820,23-01-2021,3,1,4,1,0,3,3,3,
PR4607,E1FE-67B5,23-01-2021,3,3,3,2,0,2,4,3,
PR4608,B4E1-4A3E,24-01-2021,4,1,4,1,2,2,3,3,
PR4609,618D-7685,25-01-2021,4,1,2,2,0,4,5,4,
PR461,02DA-7A72,16-01-2015,5,3,5,2,0,2,3,3,
PR4610,FBED-F86B,25-01-2021,4,2,2,3,0,2,4,3,
PR4611,6227-9D9E,25-01-2021,4,3,3,3,1,2,5,4,
PR4612,5A0B-7F31,27-01-2021,4,5,3,1,1,4,3,3,
PR4613,E4F4-11B9,27-01-2021,5,4,3,1,0,3,4,3,
PR4614,B303-8962,27-01-2021,5,5,2,3,0,4,5,5,
PR4615,B56D-46CE,27-01-2021,4,5,3,3,0,2,3,3,
PR4616,98EE-8547,28-01-2021,5,2,4,3,2,5,5,4,
PR4617,041A-31B0,28-01-2021,3,2,5,3,3,4,5,4,
PR4618,257B-8130,28-01-2021,4,5,5,3,1,5,4,3,
PR4619,449E-0EB7,28-01-2021,4,2,2,3,0,2,4,3,
PR462,28EA-A010,16-01-2015,4,3,2,3,0,5,5,4,
PR4620,7279-6591,29-01-2021,5,2,2,3,1,5,5,5,
PR4621,EEFC-DEC7,29-01-2021,4,4,4,3,2,4,3,3,
PR4622,2E7B-43F0,29-01-2021,5,3,2,3,1,5,4,4,
PR4623,4F22-FF67,29-01-2021,4,3,3,1,0,3,4,4,
PR4624,1180-BEC9,30-01-2021,3,3,2,2,1,2,3,3,
PR4625,B50B-5A18,31-01-2021,3,3,5,1,1,2,3,2,
PR4626,E099-3FCC,31-01-2021,4,2,4,3,1,5,3,3,
PR4627,0B19-EFB2,31-01-2021,5,4,5,2,3,4,3,2,
PR4628,8CF6-3079,01-02-2021,4,3,2,1,0,3,4,3,
PR4629,D7EE-56FC,01-02-2021,5,3,3,2,1,4,3,2,
PR463,CBB3-0D7E,16-01-2015,3,5,4,1,1,4,4,3,
PR4630,1F12-DDDA,01-02-2021,3,4,4,1,0,4,3,3,
PR4631,9658-7750,01-02-2021,4,5,5,3,2,3,5,4,
PR4632,B0C3-E578,01-02-2021,4,2,5,1,0,2,4,3,
PR4633,5F06-D3F6,01-02-2021,4,4,3,2,2,4,3,3,
PR4634,62A3-DEA7,02-02-2021,3,4,1,1,2,1,3,2,
PR4635,586E-5C14,02-02-2021,1,3,2,1,2,3,4,4,
PR4636,A885-BF42,02-02-2021,3,2,2,1,1,4,5,4,
PR4637,EF95-30A5,02-02-2021,3,3,4,3,1,1,4,4,
PR4638,8EE9-E86D,03-02-2021,3,2,1,1,2,3,4,3,
PR4639,F3CD-9B5B,03-02-2021,2,4,4,1,1,3,3,2,
PR464,C330-DAF4,16-01-2015,4,5,3,2,0,2,4,4,
PR4640,AD0D-E79F,03-02-2021,4,5,5,3,1,3,3,2,
PR4641,D8B3-30D2,03-02-2021,5,5,4,1,0,2,5,5,
PR4642,B975-943A,03-02-2021,3,4,2,2,2,5,3,3,
PR4643,C250-AF15,03-02-2021,5,4,3,1,1,3,4,3,
PR4644,B122-D3D2,03-02-2021,5,4,3,1,2,2,4,4,
